Chronology ID,Start Year,End Year,Date Text,Brand / Promoter,Title,Object Type,Source Stage,Master ID,Duplicate Group,Confidence,Source URL,Chronology Note
CHR-0199,1983,1983,February/March 1983,BMX Action Bike,ABMX blue-and-yellow race-shirt offer,Information-pack mailer,v1.1 chronological census,EPH-0199,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0200,1983,1983,February/March 1983,Araya,Araya ADX-7W aero-rim product notice,Product literature,v1.1 chronological census,EPH-0200,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0201,1983,1983,February/March 1983,Naga,Naga chromoly and fluted-alloy seatpost range,Product literature,v1.1 chronological census,EPH-0201,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0202,1983,1983,February/March 1983,MKS,MKS BM-10 and Grafight-X pedal range,Product literature,v1.1 chronological census,EPH-0202,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0203,1983,1983,February/March 1983,Raleigh; Cycle Warehouse,Raleigh Burner five-model retail price list,Retailer advertisement / price list,v1.1 chronological census,EPH-0203,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0204,1983,1983,February/March 1983,Max; Alans BMX,"Max checker hats, jerseys, and race-pants advertisement",Retailer advertisement / price list,v1.1 chronological census,EPH-0204,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0205,1983,1983,February/March 1983,Halfords; BMX Action Bike,Halfords BMX Nations Cup pre-registration form,Event registration coupon,v1.1 chronological census,EPH-0205,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0206,1983,1983,February/March 1983,BMX Action Bike; Firebird; DP Racing,Great Meeting survey and Firebird frame-set competition,Contest entry form / promotion,v1.1 chronological census,EPH-0206,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0207,1983,1983,February/March 1983,Cycle Trader,Cycle Trader BMX retail survey issue advertisement,Product literature,v1.1 chronological census,EPH-0207,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0208,1983,1983,February/March 1983,YES Products; BMX Action Bike,YES Products word-building competition,Contest entry form,v1.1 chronological census,EPH-0208,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0209,1983,1983,February/March 1983,Firebird; DP Racing,Firebird British chromoly frame-set feature,Product-history object,v1.1 chronological census,EPH-0209,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0210,1983,1983,February/March 1983,Mongoose,Mongoose Pro Class complete-bike test,Product-history object,v1.1 chronological census,EPH-0210,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0211,1983,1983,February/March 1983,Mongoose,Mongoose Pro Class lightweight wheel system,Product literature,v1.1 chronological census,EPH-0211,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0212,1983,1983,February/March 1983,Bournemouth BMX,Bournemouth BMX track-focus report,Archive collection,v1.1 chronological census,EPH-0212,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0213,1983,1983,February/March 1983,Diatron,Diatron Wildcat helmet and race-pants advertisement,Retailer advertisement / price list,v1.1 chronological census,EPH-0213,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0214,1983,1983,February/March 1983,Surrey BMX; Kuwahara,Surrey BMX Kuwahara complete-bike price list,Retailer advertisement / price list,v1.1 chronological census,EPH-0214,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0215,1983,1983,February/March 1983,Surrey BMX; Race Inc; GT; MCS; PK Ripper; Torker; JMC,Surrey BMX frame-and-fork price list,Retailer advertisement / price list,v1.1 chronological census,EPH-0215,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0216,1983,1983,February/March 1983,Surrey BMX; Skyway; ACS; Ukai; SunTour,Surrey BMX wheel-system price list,Retailer advertisement / price list,v1.1 chronological census,EPH-0216,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0217,1983,1983,February/March 1983,Hadley,Hadley precision bottom-bracket listing,Product literature,v1.1 chronological census,EPH-0217,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0218,1983,1983,February/March 1983,Haro,Haro Freestyle Moves book offer,Catalog mailer,v1.1 chronological census,EPH-0218,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0219,1983,1983,February/March 1983,Redline,Redline Flight Cranks 401 Series listing,Product literature,v1.1 chronological census,EPH-0219,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0220,1983,1983,February/March 1983,Vans,Vans Style 95 BMX shoe listing,Product literature,v1.1 chronological census,EPH-0220,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0221,1983,1983,February/March 1983,BMX Action Bike,ABMX national track-list publication,Archive collection,v1.1 chronological census,EPH-0221,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,Dated period-publication placement
CHR-0296,1983,1983,July 1983,ACS; Gecko Leisure Products,ACS Z Rims guarantee campaign,Product literature,v1.2 chronological census,EPH-0296,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0297,1983,1983,July 1983,Just BMX; Tange; Pro-Star; Skyway; Haro; Raleigh,Just BMX opening offer and complete stock advertisement,Retailer advertisement / price list,v1.2 chronological census,EPH-0297,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0298,1983,1983,July 1983,Reynolds,Reynolds 531 and 501 BMX frame-tubing advertisement,Product literature,v1.2 chronological census,EPH-0298,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0299,1983,1983,July 1983,BMX Action Bike; Yes Products; BMX Record,Yes Products Words contest results and BMX Record newsletter notice,Archive collection,v1.2 chronological census,EPH-0299,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0300,1983,1983,July 1983,SR Cycles; Diamond Back; Mongoose; Skyway; ACS; Araya,"SR Cycles Diamond Back, Mongoose, and wheel price advertisement",Retailer advertisement / price list,v1.2 chronological census,EPH-0300,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0301,1983,1983,July 1983,DP Racing; Firebird; Reynolds,Firebird Delta II frame advertisement,Product announcement / kit,v1.2 chronological census,EPH-0301,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0302,1983,1983,July 1983,Halfords,Halfords Turbo 20X colouring competition and T-shirt promotion,Contest entry form / promotion,v1.2 chronological census,EPH-0302,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0303,1983,1983,July 1983,Wimborne BMX; BMX Action Bike,Wimborne BMX track-focus guide,Archive collection,v1.2 chronological census,EPH-0303,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0304,1983,1983,July 1983,Huffy; C. W. Toys,Huffy Pro Lightning brand advertisement,Magazine advertisement,v1.2 chronological census,EPH-0304,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0305,1983,1983,July 1983,BMX Action Bike; UKBMX; NBMXA; regional organizers,July 1983 BMX race and exhibition calendar,Event notice / contact flyer,v1.2 chronological census,EPH-0305,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0306,1983,1983,July 1983,Bunney’s Bikes; GT; Redline; Kuwahara; Diamond Back; Raleigh,Bunney’s Bikes Nottingham stock and finance advertisement,Dealer/shop advertisement,v1.2 chronological census,EPH-0306,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0307,1983,1983,July 1983,Kryptonite; Ron Kitching,Kryptonite Megalock BMX security advertisement,Product literature,v1.2 chronological census,EPH-0307,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0308,1983,1983,July 1983,Robinson; Alans BMX Distributors,Robinson 1983 frameset catalog and sticker offer,Catalog mailer,v1.2 chronological census,EPH-0308,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0309,1983,1983,July 1983,S. J. Clark Cables,Clark’s Power-Glide BMX brake-cable advertisement,Product literature,v1.2 chronological census,EPH-0309,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0310,1983,1983,July 1983,NBMXA; Derby BMX; BMX Action Bike,NBMXA Derby stadium national race report,Archive collection,v1.2 chronological census,EPH-0310,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0311,1983,1983,July 1983,BMX Action Bike; UKBMX Publications,ABMX Sales and Swaps coupon,Dealer advertisement / price-list lead,v1.2 chronological census,EPH-0311,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0312,1983,1983,July 1983,BMX Action Bike; Bob Haro; Haro Designs,Bob Haro gear caption competition,Contest entry form / promotion,v1.2 chronological census,EPH-0312,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0313,1983,1983,July 1983,Sharp Racing Products,Sharp Racing Products bottom-bracket boot advertisement,Product announcement / kit,v1.2 chronological census,EPH-0313,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0314,1983,1983,July 1983,Supertune BMX Racing; GT; Diamond Back; Robinson; Suntour; Oakley,Supertune BMX comprehensive July mail-order price list,Retailer advertisement / price list,v1.2 chronological census,EPH-0314,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0315,1983,1983,July 1983,GT; Greg Hill; GB GT,"GT Greg Hill poster, stickers, and price-list mailer",Information-pack mailer,v1.2 chronological census,EPH-0315,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0316,1983,1983,July 1983,Yamaha; Amoco Leisure,Yamaha Racers free colour-brochure offer,Information-pack mailer,v1.2 chronological census,EPH-0316,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0317,1983,1983,July 1983,Raleigh; Tange; BMX Action Bike,Raleigh Aero Pro Burner editorial test,Product-history object,v1.2 chronological census,EPH-0317,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0318,1983,1983,July 1983,BMX Action Bike; Geoff Barraclough,Grease Monkey wheel-maintenance guide,Product literature,v1.2 chronological census,EPH-0318,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0319,1983,1983,July 1983,NBMXA,NBMXA affiliated-club directory,Archive collection,v1.2 chronological census,EPH-0319,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0320,1983,1983,July 1983,NBMXA,NBMXA rulebook and membership offer,Catalog mailer,v1.2 chronological census,EPH-0320,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0321,1983,1983,July 1983,Surrey BMX; Kuwahara; GT; Redline; Haro; Skyway; Hutch,"Surrey BMX complete-bike, frameset, wheel, and apparel price list",Retailer advertisement / price list,v1.2 chronological census,EPH-0321,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0322,1983,1983,July 1983,Pete Middleton; Mongoose; BMX Action Bike,Pete Middleton Weekend Warrior rider profile,Archive collection,v1.2 chronological census,EPH-0322,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0323,1983,1983,July 1983,Rapido; Clarkmoor,"Rapido Gold Duster, Black Shadow, and Gladiator advertisement",Product literature,v1.2 chronological census,EPH-0323,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0324,1983,1983,July 1983,Bob Haro; Ron Wilton; BMX Action Bike,Haro and Ron Wilton front-wheel-hop instructional feature,Product literature,v1.2 chronological census,EPH-0324,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0325,1983,1983,July 1983,Hotshot BMX Racing; Mushroom; Pro-Tec; Johar,"Hotshot new-products panel: Mushroom grips, Eliminator II helmet, and Johar lever cover",Product announcement / kit,v1.2 chronological census,EPH-0325,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0326,1983,1983,July 1983,Shiner; SE Racing; Panda,Shiner trade decal and sales-sheet offer,Information-pack mailer,v1.2 chronological census,EPH-0326,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0327,1983,1983,July 1983,Sales Cycles Warehouse; Kuwahara; Yamaha; Silverfox; Raleigh; Diamond Back,Sales Cycles Warehouse complete-bike and frameset price advertisement,Retailer advertisement / price list,v1.2 chronological census,EPH-0327,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0328,1983,1983,July 1983,BMX Action Bike; Huffy,Huffy Pro-Lightning power-crazy reader giveaway,Contest entry form / promotion,v1.2 chronological census,EPH-0328,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0329,1983,1983,July 1983,Team Henderson; Tange; Suntour; CW; Oakley; MKS,Team Henderson July mail-order price list,Retailer advertisement / price list,v1.2 chronological census,EPH-0329,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0330,1983,1983,July 1983,Hwa Fong; Landar Components,Hwa Fong BMX tyre-range advertisement,Product literature,v1.2 chronological census,EPH-0330,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0331,1983,1983,July 1983,Shimano; Middlemores,Shimano DX platform-pedal technical advertisement,Product literature,v1.2 chronological census,EPH-0331,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0332,1983,1983,July 1983,Ammaco; Mongoose,Ammaco Mongoose Supergoose III advertisement,Magazine advertisement,v1.2 chronological census,EPH-0332,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0333,1983,1983,July 1983,Johar; Lee Cooper; Tim March; Clark’s; Superline; Kuwahara,Trick Stuff July product announcements,Product announcement / kit,v1.2 chronological census,EPH-0333,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0334,1983,1983,July 1983,City BMX,City BMX racewear and protective-equipment price advertisement,Retailer advertisement / price list,v1.2 chronological census,EPH-0334,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0335,1983,1983,July 1983,Bates Cycles; Dave Kane Cycles; Conway; Haro; Silverfox; Superfox,Bates Cycles and regional dealer stock advertisement,Dealer/shop advertisement,v1.2 chronological census,EPH-0335,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0336,1983,1983,July 1983,SportsPlus,SportsPlus BMX track-design and landscaping service,Product literature,v1.2 chronological census,EPH-0336,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0337,1983,1983,July 1983,BMX Video; BMX Action Bike,BMX Video USA professional-action mailer,Product literature,v1.2 chronological census,EPH-0337,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0338,1983,1983,July 1983,BMX Action Bike; UKBMX Publications,BMX Action Bike ten-issue subscription offer,Catalog mailer,v1.2 chronological census,EPH-0338,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0339,1983,1983,July 1983,Doug Wickens Cycles; Kuwahara; Silverfox; Diatron; Firebird,"Doug Wickens Cycles bike, helmet, and Firebird price advertisement",Retailer advertisement / price list,v1.2 chronological census,EPH-0339,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0340,1983,1983,July 1983,Len’s BMX Centre,Len’s BMX Centre bikes and parts price advertisement,Retailer advertisement / price list,v1.2 chronological census,EPH-0340,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0341,1983,1983,July 1983,Darren Stock; Halfords; Suntour; Steve Wilson; Diamond Back,Darren Stock Me & My Bikes profile,Archive collection,v1.2 chronological census,EPH-0341,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0342,1983,1983,July 1983,OT Cycles; ACS; Firebird,OT Cycles custom-colour BMX wheel service,Product announcement / kit,v1.2 chronological census,EPH-0342,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0343,1983,1983,July 1983,Skyway; Freewheeler Leisure Products,"Skyway Tuff Wheel II, mini wheel, pedals, and pad updates",Product announcement / kit,v1.2 chronological census,EPH-0343,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,Dated/period placement
CHR-0251,1983,1983,June 1983,Haro Designs; Gecko Leisure Products; Shiner,Haro Software brochure and decals offer,Information-pack mailer,v1.2 chronological census,EPH-0251,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0252,1983,1983,June 1983,Strongs Bicycles; Oakley; Shimano; Araya; Haro; Suntour,Strongs Bicycles mail-order component list and free sticker-brochure offer,Dealer price-list / sticker offer,v1.2 chronological census,EPH-0252,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0253,1983,1983,June 1983,SR Cycles; SR Jets; Kuwahara; Mongoose; Redline; GT,"SR Cycles bike-stock, deposit, and free-delivery advertisement",Dealer/shop advertisement,v1.2 chronological census,EPH-0253,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0254,1983,1983,June 1983,Spokes; Tange; Shimano; Kenda; Takagi,Spokes Tange FMX 200 complete-bike advertisement,Retailer advertisement / price list,v1.2 chronological census,EPH-0254,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0255,1983,1983,June 1983,King Sticker,King Sticker thirty-sticker and rub-on mailer,Information-pack mailer,v1.2 chronological census,EPH-0255,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0256,1983,1983,June 1983,BMX Action Bike,BMX election candidate pledge form,Promotional announcement / naming contest,v1.2 chronological census,EPH-0256,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0257,1983,1983,June 1983,Diamond Back; Harry Leary; Aero; Haro; Oakley,Diamond Back Traffic Jammin’ 1983 product and factory-team campaign,Team/product advertisement,v1.2 chronological census,EPH-0257,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0258,1983,1983,June 1983,Rapido,Rapido BMX frame and component advertisement,Product literature,v1.2 chronological census,EPH-0258,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0259,1983,1983,June 1983,BMX Action Bike; UKBMX Publications,BMX Action Bike back-copy mailer,Catalog mailer,v1.2 chronological census,EPH-0259,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0260,1983,1983,June 1983,DP Racing; Firebird,DP Racing Firebird frame-and-fork order form,Retailer advertisement / price list,v1.2 chronological census,EPH-0260,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0261,1983,1983,June 1983,BMX Action Bike; UKBMX Publications,BMX Action Bike blue-and-gold binder offer,Catalog mailer,v1.2 chronological census,EPH-0261,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0262,1983,1983,June 1983,BMX Action Bike; UKBMX Publications,BMX Action Bike blue-and-yellow race-shirt offer,Information-pack mailer,v1.2 chronological census,EPH-0262,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0263,1983,1983,June 1983,Torker; UK distributor unresolved from indexed alignment,"Torker 260, 280X, and 340 complete-bike price advertisement",Retailer advertisement / price list,v1.2 chronological census,EPH-0263,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0264,1983,1983,June 1983,Big W; ACS; Skyway; Araya; Tange; Haro; DP Racing,"Big W BMX frame, wheel, fork, crank, helmet, and book specials",Retailer advertisement / price list,v1.2 chronological census,EPH-0264,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0265,1983,1983,June 1983,DP Racing; BMX Action Bike,DP Firebird complete-bike editorial test,Product-history object,v1.2 chronological census,EPH-0265,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0266,1983,1983,June 1983,DP Racing; Firebird; Reynolds,Firebird Delta II frame announcement,Product announcement / kit,v1.2 chronological census,EPH-0266,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0267,1983,1983,June 1983,BMX Action Bike; Bell; Skyway; Diamond Back,Best of 1982 prize-winner follow-up,Archive collection,v1.2 chronological census,EPH-0267,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0268,1983,1983,June 1983,BMX Action Bike; Moto-X Fox,Moto-X Fox reader-photo competition,Contest entry form / promotion,v1.2 chronological census,EPH-0268,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0269,1983,1983,June 1983,BMX Action Bike; UKBMX; NBMXA; regional organizers,June 1983 BMX race calendar,Event notice / contact flyer,v1.2 chronological census,EPH-0269,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0270,1983,1983,June 1983,Isle of Wight BMX organizers; BMX Action Bike,Isle of Wight inaugural BMX meeting report,Archive collection,v1.2 chronological census,EPH-0270,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0271,1983,1983,June 1983,BMX Superstore; Kuwahara,BMX Superstore Kuwahara E.T. Replica special,Retailer advertisement / price list,v1.2 chronological census,EPH-0271,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0272,1983,1983,June 1983,Team Henderson BMX Mail Order Centre; Haro; California Lite; CW; Renthal,Team Henderson mail-order parts and free-sticker offer,Dealer price-list / sticker offer,v1.2 chronological census,EPH-0272,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0273,1983,1983,June 1983,Langsett Cycles; MX 100; Sharp; Elina; Suntour; Haro,Langsett Cycles BMX parts price advertisement,Retailer advertisement / price list,v1.2 chronological census,EPH-0273,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0274,1983,1983,June 1983,BMX Centre Mousehole; Mongoose; Kuwahara; Torker; GT; Robinson,BMX Centre Mousehole stock and mail-order advertisement,Dealer/shop advertisement,v1.2 chronological census,EPH-0274,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
CHR-0275,1983,1983,June 1983,BMX Action Bike; UKBMX Publications,BMX Action Bike monthly subscription promotion,Catalog mailer,v1.2 chronological census,EPH-0275,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,Dated/period placement
