Price Observation ID,Source Object ID,Brand,Product / Model,Product Type,Issue / Date,Price Numeric,Currency,Displayed Price,Price Basis,Geography / Context,Source Type,Directness / Evidence,Confidence,Source URL,Rights Code,Observation Key,Duplicate Decision,Normalization Note,Accessed
ABMX-PR-0050,V11-ABMX-0133,UNI,UNI Seat,Saddle,February/March 1983,17.99,GBP,£17.99 or less,Suggested retail ceiling,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,uni uni seat february march 1983 17 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Advertisement stated retail at this amount or less.,2026-07-31
ABMX-PR-0051,V11-ABMX-0137,BMX Action Bike,Twelve-issue binder,Binder,February/March 1983,3.95,GBP,£3.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,bmx action bike twelve issue binder february march 1983 3 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Included post and packing.,2026-07-31
ABMX-PR-0052,V11-ABMX-0138,BMX Action Bike,Blue-and-yellow race shirt,Apparel,February/March 1983,6.95,GBP,£6.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,bmx action bike blue and yellow race shirt february march 1983 6 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Included post and packing.,2026-07-31
ABMX-PR-0053,V11-ABMX-0139,Araya,ADX-7W rim,Rim,February/March 1983,14,GBP,Around £14 each,Approximate retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,araya adx 7w rim february march 1983 14 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Approximate per-rim price.,2026-07-31
ABMX-PR-0054,V11-ABMX-0142,Raleigh,Pro Burner,Complete bicycle,February/March 1983,195,GBP,£195,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,raleigh pro burner february march 1983 195 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Retail list price.,2026-07-31
ABMX-PR-0055,V11-ABMX-0163,Strongs Bicycles,BMX race shirt,Apparel,April/May 1983,6.95,GBP,£6.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,strongs bicycles bmx race shirt april may 1983 6 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0056,V11-ABMX-0172,City BMX,Race pants,Protective apparel,April/May 1983,15.2,GBP,£15.20,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,city bmx race pants april may 1983 15 2 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0057,V11-ABMX-0173,City BMX,Lightweight race helmet,Protective equipment,April/May 1983,26.45,GBP,£26.45,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,city bmx lightweight race helmet april may 1983 26 45 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0058,V11-ABMX-0174,City BMX,Shoulder protectors,Protective equipment,April/May 1983,18.95,GBP,£18.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,city bmx shoulder protectors april may 1983 18 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0059,V11-ABMX-0182,Huffy,Pro Lightning,Complete bicycle,April/May 1983,249,GBP,Approximately £249,Approximate retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,huffy pro lightning april may 1983 249 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,"Editorial test price; text contains OCR inconsistency elsewhere, so retained as approximate.",2026-07-31
ABMX-PR-0060,V11-ABMX-0183,Ride-On MX Products,Retrofit sealed-bearing hub pair,Hub conversion kit,April/May 1983,19.99,GBP,£19.99 a pair,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,ride on mx products retrofit sealed bearing hub pair april may 1983 19 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Price included VAT and postage/packing.,2026-07-31
ABMX-PR-0061,V11-ABMX-0185,Lee Cooper; Reflex Publications,Ready to Go BMX video,Video,April/May 1983,29,GBP,£29,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,lee cooper reflex publications ready to go bmx video april may 1983 29 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Price included VAT.,2026-07-31
ABMX-PR-0062,V11-ABMX-0186,BMX Video,USA professional BMX action video,Video,April/May 1983,19.5,GBP,£19.50,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,bmx video usa professional bmx action video april may 1983 19 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Price included postage and packing.,2026-07-31
ABMX-PR-0063,V11-ABMX-0187,BMX Action Bike,Six-issue subscription,Subscription,April/May 1983,5,GBP,£5,Subscription price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,bmx action bike six issue subscription april may 1983 5 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Offer covered the next six issues.,2026-07-31
ABMX-PR-0064,V12-ABMX-0190,Haro Designs,Brochure and decals,Information pack,June 1983,1,USD,$1,Mail-order fee,United States mail-order offer published in UK issue,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,haro designs brochure and decals june 1983 1 0 usd https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0065,V12-ABMX-0191,Action Bike,BMX pad set,Pad set,June 1983,8.95,GBP,£8.95,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,action bike bmx pad set june 1983 8 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0066,V12-ABMX-0191,Oakley,Point Five grips,Grips,June 1983,3.49,GBP,£3.49,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,oakley point five grips june 1983 3 49 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0067,V12-ABMX-0191,Oakley,F-1 grips,Grips,June 1983,6.5,GBP,£6.50,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,oakley f 1 grips june 1983 6 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0068,V12-ABMX-0191,Oakley,B-1B grips,Grips,June 1983,7.95,GBP,£7.95,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,oakley b 1b grips june 1983 7 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0069,V12-ABMX-0193,Tange / Spokes,FMX 200 complete bicycle,Complete bicycle,June 1983,109.95,GBP,£109.95,Cash-and-carry price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,tange spokes fmx 200 complete bicycle june 1983 109 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0070,V12-ABMX-0199,DP Racing,Firebird frame and fork set,Frame and fork set,June 1983,64.95,GBP,£64.95,Mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,dp racing firebird frame and fork set june 1983 64 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0071,V12-ABMX-0198,BMX Action Bike,Available back issue,Magazine back issue,June 1983,0.7,GBP,70p per copy,Back-issue mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,bmx action bike available back issue june 1983 0 7 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0072,V12-ABMX-0200,BMX Action Bike,Twelve-issue binder,Binder,June 1983,3.95,GBP,£3.95,Mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,bmx action bike twelve issue binder june 1983 3 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0073,V12-ABMX-0201,BMX Action Bike,Blue-and-yellow race shirt,Apparel,June 1983,6.95,GBP,£6.95,Mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,bmx action bike blue and yellow race shirt june 1983 6 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0074,V12-ABMX-0202,Torker,260 complete bicycle,Complete bicycle,June 1983,225,GBP,£225.00,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,torker 260 complete bicycle june 1983 225 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0075,V12-ABMX-0202,Torker,280X complete bicycle,Complete bicycle,June 1983,228,GBP,£228.00,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,torker 280x complete bicycle june 1983 228 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0076,V12-ABMX-0202,Torker,340 24-inch cruiser,Complete bicycle,June 1983,275,GBP,£275.00,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,torker 340 24 inch cruiser june 1983 275 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0077,V12-ABMX-0205,DP Racing,Firebird Delta II frame,Frame,June 1983,89.95,GBP,£89.95,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,dp racing firebird delta ii frame june 1983 89 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0078,V12-ABMX-0217,Rivat,BMX shoes,Footwear,June 1983,25.28,GBP,£25.28,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,rivat bmx shoes june 1983 25 28 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0079,V12-ABMX-0210,Kuwahara,E.T. Replica complete bicycle,Complete bicycle,June 1983,151,GBP,£151.00,Advertised special price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,kuwahara e t replica complete bicycle june 1983 151 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0080,V12-ABMX-0211,Haro,Freestyle Moves book,Book,June 1983,4.99,GBP,£4.99,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,haro freestyle moves book june 1983 4 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0081,V12-ABMX-0211,California Lite,Litesliders elbow guards,Protective equipment,June 1983,9.99,GBP,£9.99,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,california lite litesliders elbow guards june 1983 9 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0082,V12-ABMX-0211,CW,29-inch Pro chromoly handlebar,Handlebar,June 1983,17.99,GBP,£17.99,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,cw 29 inch pro chromoly handlebar june 1983 17 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0083,V12-ABMX-0211,Haro,Series 1 number plate,Number plate,June 1983,7.99,GBP,£7.99,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,haro series 1 number plate june 1983 7 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0084,V12-ABMX-0211,Renthal,18-inch layback seatpost,Seatpost,June 1983,6.75,GBP,£6.75,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,renthal 18 inch layback seatpost june 1983 6 75 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0085,V12-ABMX-0212,MX 100,Rear brake with cable and lever,Brake set,June 1983,7.5,GBP,£7.50,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,mx 100 rear brake with cable and lever june 1983 7 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0086,V12-ABMX-0212,Sharp,Bottom-bracket boot,Bottom-bracket protector,June 1983,1,GBP,£1.00,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,sharp bottom bracket boot june 1983 1 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0087,V12-ABMX-0213,Cyclo,247 trials chainwheel for one-piece crank,Chainwheel,June 1983,6.25,GBP,£6.25 inc. p&p,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,cyclo 247 trials chainwheel for one piece crank june 1983 6 25 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0088,V12-ABMX-0222,Tioga,Sealed headset,Headset,June 1983,9.95,GBP,£9.95,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,tioga sealed headset june 1983 9 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0089,V12-ABMX-0222,Oakley,B-1B grips,Grips,June 1983,8.99,GBP,£8.99,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,oakley b 1b grips june 1983 8 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0090,V12-ABMX-0222,Suntour,VX crankset,Crankset,June 1983,17.35,GBP,£17.35,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,suntour vx crankset june 1983 17 35 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0091,V12-ABMX-0222,Takagi,Chromoly one-piece crank,Crank,June 1983,9.95,GBP,£9.95,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,takagi chromoly one piece crank june 1983 9 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0092,V12-ABMX-0222,Comp III,20 x 1.75 black tyre,Tyre,June 1983,5.99,GBP,£5.99,Advertised mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,comp iii 20 x 1 75 black tyre june 1983 5 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0093,V12-ABMX-0226,Diatron / Wildcat,Lightweight BMX helmet,Protective equipment,June 1983,14.95,GBP,£14.95,Advertised retail price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,diatron wildcat lightweight bmx helmet june 1983 14 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0094,V12-ABMX-0228,NBMXA,BMX rulebook,Rulebook,June 1983,1,GBP,£1 inc. p&p,Mail-order price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,nbmxa bmx rulebook june 1983 1 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
ABMX-PR-0095,V12-ABMX-0228,NBMXA,Club membership,Membership,June 1983,4,GBP,£4,Membership fee,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,INDEX-ONLY,nbmxa club membership june 1983 4 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 61 june nineteen eighty three,RETAIN — source-specific observation,Source-specific advertised amount; no inflation adjustment or averaging. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01
