Canonical Object ID,Title,Brand / Promoter,Date Text,Object Type,Source Occurrence Count,Member Record IDs,Duplicate Group,Canonical Decision,Confidence,Rights Code,Research Status,Object URL
OBJ-0084,Neal Stevens State of the Art feature,Neal Stevens; BMX Action Bike,June/July 1982,Product-history object,1,EPH-0094,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0084
OBJ-0085,Shiner SE Racing news and free-decal mailer,Shiner; SE Racing,June/July 1982,Information-pack mailer,1,EPH-0095,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0085
OBJ-0086,GT racing and dealer advertisement,GT; Greg Hill,June/July 1982,Team/product advertisement,1,EPH-0096,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0086
OBJ-0087,De Ver Cycles BMX bargains listing,De Ver Cycles,June/July 1982,Dealer advertisement / price-list lead,1,EPH-0097,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0087
OBJ-0088,Max chainring carrying bags,Max,June/July 1982,Product announcement / kit,1,EPH-0098,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0088
OBJ-0089,SunTour HL-100 headset locking nut,SunTour,June/July 1982,Product announcement / kit,1,EPH-0099,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0089
OBJ-0090,Oakley O/20 goggle product notice,Oakley; Gecko,June/July 1982,Product literature,1,EPH-0100,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0090
OBJ-0091,Torker Ultra 4 lightweight stem,Torker; Alans,June/July 1982,Product announcement / kit,1,EPH-0101,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0091
OBJ-0092,Renthal wide-rise handlebar range,Renthal; Mongoose,June/July 1982,Product literature,1,EPH-0102,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0092
OBJ-0093,ABMX Wonder Light street-safety offer,BMX Action Bike; Wonder Light,June/July 1982,Information-pack mailer,1,EPH-0103,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0093
OBJ-0094,Huffy Pro Thunder Competition Certified range,Huffy,June/July 1982,Magazine advertisement,1,EPH-0104,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0094
OBJ-0095,Race Inc Aero special feature,Race Inc; Cav Strutt,June/July 1982,Product-history object,1,EPH-0105,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0095
OBJ-0096,SJK British chromoly race-bike test,SJK Products; Steve Woolley,June/July 1982,Product-history object,1,EPH-0106,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0096
OBJ-0097,Cyclone Bikes seven-sticker packet offer,Cyclone Bikes; BMX Action Bike,June/July 1982,Information-pack mailer,1,EPH-0107,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0097
OBJ-0098,UKBMX national rule-book notice,UKBMX; IBMXF,June/July 1982,Product literature,1,EPH-0108,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0098
OBJ-0099,Puch Murray 20-inch and 24-inch BMX range advertisement,Puch Murray,August/September 1982,Magazine advertisement,1,EPH-0109,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0099
OBJ-0100,Diamond Back Silver Streak and Pro-Star information-pack offer,Diamond Back; Pro-Star; Freewheeler,August/September 1982,Information-pack mailer,1,EPH-0110,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0159 (Diamond Back Silver Streak information-pack campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0100
OBJ-0101,Kenda Karate tyre advertisement,Kenda; Moore Large,August/September 1982,Magazine advertisement,1,EPH-0111,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0101
OBJ-0102,Raleigh Burner five-model range launch,Raleigh; Halfords,August/September 1982,Product announcement / kit,1,EPH-0112,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0203 (Raleigh Burner range / price-list campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0102
OBJ-0103,Home-built Diamond Back II project letter,Paul Connors; Diamond Back,August/September 1982,Product-history object,1,EPH-0113,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0103
OBJ-0104,Ramsey BMX Club free-entry visitor notice,Ramsey BMX Club; Steve's Team Mongoose,August/September 1982,Event notice / contact flyer,1,EPH-0114,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0104
OBJ-0105,ACS experimental 26-inch Z-rim production note,ACS,August/September 1982,Product-history object,1,EPH-0115,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0105
OBJ-0106,Gecko BMX product-range advertisement,Gecko Leisure Products,August/September 1982,Dealer/shop advertisement,1,EPH-0116,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0106
OBJ-0107,Redline PL-20 Carrera complete-package advertisement,Redline,August/September 1982,Product literature,1,EPH-0117,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0107
OBJ-0108,Kuwahara frame-and-fork range advertisement,Kuwahara,August/September 1982,Product literature,1,EPH-0118,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0108
OBJ-0109,"MCS, Race Inc, and Powerlite range advertisement",MCS; Race Inc; Powerlite; Gecko,August/September 1982,Dealer advertisement / price-list lead,1,EPH-0119,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0109
OBJ-0110,PK Ripper editorial test,SE Racing; PK Ripper,August/September 1982,Product-history object,1,EPH-0120,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0110
OBJ-0111,Ammaco BMX thrash test,Ammaco; Andy Ruffell,August/September 1982,Product-history object,1,EPH-0121,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0111
OBJ-0112,Tim March profile and March Racing Developments launch,Tim March; March Racing Developments,August/September 1982,Factory-team history,1,EPH-0122,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0112
OBJ-0113,March Racing Developments number-plate offer,March Racing Developments,August/September 1982,Product literature,1,EPH-0123,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0113
OBJ-0114,Hotshot retail and trade price-list/sticker service,Hotshot BMX Racing,August/September 1982,Dealer price-list / sticker offer,1,EPH-0124,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0114
OBJ-0115,DC Racing price-list and sticker mailer,DC Racing,August/September 1982,Dealer price-list / sticker offer,1,EPH-0125,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0115
OBJ-0116,Piranha cast-wheel model announcement,Piranha,August/September 1982,Product announcement / kit,1,EPH-0126,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0116
OBJ-0117,Surrey BMX six-page bargain-list advertisement,Surrey BMX,August/September 1982,Retailer advertisement / price list,1,EPH-0127,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0117
OBJ-0118,Cooper convertible BMX helmet mailer,Cooper,August/September 1982,Product literature,1,EPH-0128,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0118
OBJ-0119,Lee and SunTour sealed bottom-bracket product note,Lee; SunTour,August/September 1982,Product announcement / kit,1,EPH-0129,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0119
OBJ-0120,Araya aerodynamic sew-up race-wheel note,Araya,August/September 1982,Product literature,1,EPH-0130,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0120
OBJ-0121,Profile mini BMX build feature,Profile; Hotshot BMX,August/September 1982,Product-history object,1,EPH-0131,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0121
OBJ-0122,Patterson chromoly frame-and-fork advertisement,Patterson Racing Products,August/September 1982,Product literature,1,EPH-0132,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0122
OBJ-0123,KHS Duster four-model range and RRPs,KHS; Action Bike Distributing,August/September 1982,Retailer advertisement / price list,1,EPH-0133,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0123
OBJ-0124,SJK Hurricane distributor announcement,SJK Products; Action Bike Distributing,August/September 1982,Product literature,1,EPH-0134,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0124
OBJ-0125,Summer chrome-plating service advertisement,Dartford cycle retailer,August/September 1982,Dealer/shop advertisement,1,EPH-0135,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0125
OBJ-0126,Twenty-pence BMX catalogue mailer,Dartford cycle retailer,August/September 1982,Catalog mailer,1,EPH-0136,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0126
OBJ-0127,Puch Murray competition BMX range advertisement,Puch Murray,October/November 1982,Magazine advertisement,1,EPH-0137,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0127
OBJ-0128,Redline 400 Series durability advertisement,Redline; Gecko,October/November 1982,Magazine advertisement,1,EPH-0138,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0128
OBJ-0129,Hot Wheels BMX Centre Shimano price list,Hot Wheels BMX Centre; Shimano,October/November 1982,Retailer advertisement / price list,1,EPH-0139,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0185 (Hot Wheels Centre retailer campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0129
OBJ-0130,Kuwahara E.T. Special product announcement,Kuwahara; E.T.,October/November 1982,Product announcement / kit,1,EPH-0140,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0130
OBJ-0131,BMX track-openings and construction logbook,BMX Action Bike,October/November 1982,Archive collection,1,EPH-0141,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0131
OBJ-0132,"Shiner Panda, SE Racing, and KHS range advertisement",Shiner; SE Racing; Panda; KHS,October/November 1982,Dealer/shop advertisement,1,EPH-0142,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0132
OBJ-0133,Adjustable car cycle-rack advertisement,Retailer unresolved,October/November 1982,Product literature,1,EPH-0143,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0133
OBJ-0134,Skyway Tuff wheels with alloy hubs launch,Skyway; Hotshot BMX,October/November 1982,Product announcement / kit,1,EPH-0144,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0134
OBJ-0135,Skyway information and Andy Patterson poster mailer,Skyway; Hotshot BMX; Andy Patterson,October/November 1982,Information-pack mailer,1,EPH-0145,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0135
OBJ-0136,Alpine Action one-hundred-pound advertisement-design contest,Alpine Action; BMX Action Bike,October/November 1982,Contest entry form / promotion,1,EPH-0146,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0136
OBJ-0137,Murray and Puch test-range mailer with free membership,Murray; Puch,October/November 1982,Catalog mailer / advertisement,1,EPH-0147,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0137
OBJ-0138,BMX Action Bike race-shirt mailer,BMX Action Bike,October/November 1982,Information-pack mailer,1,EPH-0148,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0138
OBJ-0139,E.T. film and Kuwahara bicycle feature,E.T.; Kuwahara; Steven Spielberg,October/November 1982,Product-history object,1,EPH-0149,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0139
OBJ-0140,Pro-Lite information-pack and decal mailer,Pro-Lite; Freewheeler Leisure Products,October/November 1982,Information-pack mailer,1,EPH-0150,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0140
OBJ-0141,ABMX Bonanza reader survey competition,BMX Action Bike,October/November 1982,Contest entry form / promotion,1,EPH-0151,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0141
OBJ-0142,AMF Scorcher 7 reader-survey prize,AMF; BMX Action Bike,October/November 1982,Event prize promotion,1,EPH-0152,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0142
OBJ-0143,Reynolds 531 BMX frame-and-fork survey prize,Reynolds; BMX Action Bike,October/November 1982,Event prize promotion,1,EPH-0153,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0143
OBJ-0144,Team Mongoose factory-direct value advertisement,Mongoose; Ammaco,October/November 1982,Team/product advertisement,1,EPH-0154,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0144
OBJ-0145,ABMX race nutrition and training article,BMX Action Bike,October/November 1982,Product literature,1,EPH-0155,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0145
OBJ-0146,BMX Invader and Action Bikes monthly specials,BMX Invader; Action Bikes,October/November 1982,Retailer advertisement / price list,1,EPH-0156,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0146
OBJ-0147,Huffy Pro Lightning preview,Huffy,October/November 1982,Product-history object,1,EPH-0157,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0147
OBJ-0148,Stolen Kuwahara notice and subscription reward,BMX Action Bike; Kuwahara,October/November 1982,Event notice / contact flyer,1,EPH-0158,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0148
OBJ-0149,Diamond Back Silver Streak information-pack placement,Diamond Back; Pro-Star; Freewheeler,October/November 1982,Information-pack mailer,1,EPH-0159,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0110 (Diamond Back Silver Streak information-pack campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0149
OBJ-0150,Kuwahara one-hundred-rider team recruitment offer,Kuwahara; Gecko,October/November 1982,Factory-team history,1,EPH-0160,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0150
OBJ-0151,Holdsworth BMX Centres multi-brand advertisement,Holdsworth BMX Centres,October/November 1982,Dealer/shop advertisement,1,EPH-0161,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0196 (Holdsworth multi-brand retailer campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0151
OBJ-0152,Bolton BMXmas Club Supadeal,Bolton BMX Centre,October/November 1982,Dealer advertisement / price-list lead,1,EPH-0162,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0152
OBJ-0153,Haro number-plate heritage advertisement,Haro Designs,October/November 1982,Product-history object,1,EPH-0163,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0153
OBJ-0154,SunTour HB-6000 reversible rear-hub product literature,SunTour; Ron Kitching,October/November 1982,Product literature,1,EPH-0164,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0154
OBJ-0155,Troxel Comet saddle-and-post advertisement,Troxel,October/November 1982,Product literature,1,EPH-0165,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0155
OBJ-0156,Shimano DX platform-pedal advertisement,Shimano,December 1982/January 1983,Product literature,1,EPH-0166,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0156
OBJ-0157,Shimano DX micro-adjust seatpost announcement,Shimano,December 1982/January 1983,Product announcement / kit,1,EPH-0167,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0157
OBJ-0158,Pro-Lite protective-equipment information-pack placement,Pro-Lite; Freewheeler,December 1982/January 1983,Information-pack mailer,1,EPH-0168,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0158
OBJ-0159,Halfords California BMX model-range price advertisement,Halfords; California,December 1982/January 1983,Retailer advertisement / price list,1,EPH-0169,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0159
OBJ-0160,Halfords Raleigh Burner and free Haro plate promotion,Halfords; Raleigh; Haro,December 1982/January 1983,Event prize promotion,1,EPH-0170,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0160
OBJ-0161,British and world BMX wheelie-record attempt notice,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event notice / contact flyer,1,EPH-0171,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0161
OBJ-0162,British and world bunnyhop-record attempt notice,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event notice / contact flyer,1,EPH-0172,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0162
OBJ-0163,Lee Cooper BMX coaching clinic,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event flyer / trade-exhibition notice,1,EPH-0173,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0163
