Canonical Object ID,Title,Brand / Promoter,Date Text,Object Type,Source Occurrence Count,Member Record IDs,Duplicate Group,Canonical Decision,Confidence,Rights Code,Research Status,Object URL,Category ID,Primary Category
OBJ-0115,DC Racing price-list and sticker mailer,DC Racing,August/September 1982,Dealer price-list / sticker offer,1,EPH-0125,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0115,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0116,Piranha cast-wheel model announcement,Piranha,August/September 1982,Product announcement / kit,1,EPH-0126,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0116,PKR-CAT-008,Product announcements and technical material
OBJ-0117,Surrey BMX six-page bargain-list advertisement,Surrey BMX,August/September 1982,Retailer advertisement / price list,1,EPH-0127,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0117,PKR-CAT-002,Advertisements and price lists
OBJ-0118,Cooper convertible BMX helmet mailer,Cooper,August/September 1982,Product literature,1,EPH-0128,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0118,PKR-CAT-001,Catalogs and product literature
OBJ-0119,Lee and SunTour sealed bottom-bracket product note,Lee; SunTour,August/September 1982,Product announcement / kit,1,EPH-0129,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0119,PKR-CAT-008,Product announcements and technical material
OBJ-0120,Araya aerodynamic sew-up race-wheel note,Araya,August/September 1982,Product literature,1,EPH-0130,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0120,PKR-CAT-001,Catalogs and product literature
OBJ-0121,Profile mini BMX build feature,Profile; Hotshot BMX,August/September 1982,Product-history object,1,EPH-0131,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0121,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0122,Patterson chromoly frame-and-fork advertisement,Patterson Racing Products,August/September 1982,Product literature,1,EPH-0132,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0122,PKR-CAT-001,Catalogs and product literature
OBJ-0123,KHS Duster four-model range and RRPs,KHS; Action Bike Distributing,August/September 1982,Retailer advertisement / price list,1,EPH-0133,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0123,PKR-CAT-002,Advertisements and price lists
OBJ-0124,SJK Hurricane distributor announcement,SJK Products; Action Bike Distributing,August/September 1982,Product literature,1,EPH-0134,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0124,PKR-CAT-001,Catalogs and product literature
OBJ-0125,Summer chrome-plating service advertisement,Dartford cycle retailer,August/September 1982,Dealer/shop advertisement,1,EPH-0135,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0125,PKR-CAT-007,Dealers and distributors
OBJ-0126,Twenty-pence BMX catalogue mailer,Dartford cycle retailer,August/September 1982,Catalog mailer,1,EPH-0136,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0126,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0127,Puch Murray competition BMX range advertisement,Puch Murray,October/November 1982,Magazine advertisement,1,EPH-0137,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0127,PKR-CAT-002,Advertisements and price lists
OBJ-0128,Redline 400 Series durability advertisement,Redline; Gecko,October/November 1982,Magazine advertisement,1,EPH-0138,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0128,PKR-CAT-002,Advertisements and price lists
OBJ-0129,Hot Wheels BMX Centre Shimano price list,Hot Wheels BMX Centre; Shimano,October/November 1982,Retailer advertisement / price list,1,EPH-0139,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0185 (Hot Wheels Centre retailer campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0129,PKR-CAT-002,Advertisements and price lists
OBJ-0130,Kuwahara E.T. Special product announcement,Kuwahara; E.T.,October/November 1982,Product announcement / kit,1,EPH-0140,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0130,PKR-CAT-008,Product announcements and technical material
OBJ-0131,BMX track-openings and construction logbook,BMX Action Bike,October/November 1982,Archive collection,1,EPH-0141,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0131,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0132,"Shiner Panda, SE Racing, and KHS range advertisement",Shiner; SE Racing; Panda; KHS,October/November 1982,Dealer/shop advertisement,1,EPH-0142,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0132,PKR-CAT-007,Dealers and distributors
OBJ-0133,Adjustable car cycle-rack advertisement,Retailer unresolved,October/November 1982,Product literature,1,EPH-0143,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0133,PKR-CAT-001,Catalogs and product literature
OBJ-0134,Skyway Tuff wheels with alloy hubs launch,Skyway; Hotshot BMX,October/November 1982,Product announcement / kit,1,EPH-0144,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0134,PKR-CAT-008,Product announcements and technical material
OBJ-0135,Skyway information and Andy Patterson poster mailer,Skyway; Hotshot BMX; Andy Patterson,October/November 1982,Information-pack mailer,1,EPH-0145,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0135,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0136,Alpine Action one-hundred-pound advertisement-design contest,Alpine Action; BMX Action Bike,October/November 1982,Contest entry form / promotion,1,EPH-0146,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0136,PKR-CAT-004,Contests and promotions
OBJ-0137,Murray and Puch test-range mailer with free membership,Murray; Puch,October/November 1982,Catalog mailer / advertisement,1,EPH-0147,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0137,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0138,BMX Action Bike race-shirt mailer,BMX Action Bike,October/November 1982,Information-pack mailer,1,EPH-0148,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0138,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0139,E.T. film and Kuwahara bicycle feature,E.T.; Kuwahara; Steven Spielberg,October/November 1982,Product-history object,1,EPH-0149,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0139,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0140,Pro-Lite information-pack and decal mailer,Pro-Lite; Freewheeler Leisure Products,October/November 1982,Information-pack mailer,1,EPH-0150,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0140,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0141,ABMX Bonanza reader survey competition,BMX Action Bike,October/November 1982,Contest entry form / promotion,1,EPH-0151,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0141,PKR-CAT-004,Contests and promotions
OBJ-0142,AMF Scorcher 7 reader-survey prize,AMF; BMX Action Bike,October/November 1982,Event prize promotion,1,EPH-0152,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0142,PKR-CAT-004,Contests and promotions
OBJ-0143,Reynolds 531 BMX frame-and-fork survey prize,Reynolds; BMX Action Bike,October/November 1982,Event prize promotion,1,EPH-0153,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0143,PKR-CAT-004,Contests and promotions
OBJ-0144,Team Mongoose factory-direct value advertisement,Mongoose; Ammaco,October/November 1982,Team/product advertisement,1,EPH-0154,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0144,PKR-CAT-006,"Teams, riders, and brand campaigns"
OBJ-0145,ABMX race nutrition and training article,BMX Action Bike,October/November 1982,Product literature,1,EPH-0155,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0145,PKR-CAT-001,Catalogs and product literature
OBJ-0146,BMX Invader and Action Bikes monthly specials,BMX Invader; Action Bikes,October/November 1982,Retailer advertisement / price list,1,EPH-0156,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0146,PKR-CAT-002,Advertisements and price lists
OBJ-0147,Huffy Pro Lightning preview,Huffy,October/November 1982,Product-history object,1,EPH-0157,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0147,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0148,Stolen Kuwahara notice and subscription reward,BMX Action Bike; Kuwahara,October/November 1982,Event notice / contact flyer,1,EPH-0158,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0148,PKR-CAT-005,"Events, registration, and membership"
OBJ-0149,Diamond Back Silver Streak information-pack placement,Diamond Back; Pro-Star; Freewheeler,October/November 1982,Information-pack mailer,1,EPH-0159,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0110 (Diamond Back Silver Streak information-pack campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0149,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0150,Kuwahara one-hundred-rider team recruitment offer,Kuwahara; Gecko,October/November 1982,Factory-team history,1,EPH-0160,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0150,PKR-CAT-006,"Teams, riders, and brand campaigns"
OBJ-0151,Holdsworth BMX Centres multi-brand advertisement,Holdsworth BMX Centres,October/November 1982,Dealer/shop advertisement,1,EPH-0161,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0196 (Holdsworth multi-brand retailer campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0151,PKR-CAT-007,Dealers and distributors
OBJ-0152,Bolton BMXmas Club Supadeal,Bolton BMX Centre,October/November 1982,Dealer advertisement / price-list lead,1,EPH-0162,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0152,PKR-CAT-007,Dealers and distributors
OBJ-0153,Haro number-plate heritage advertisement,Haro Designs,October/November 1982,Product-history object,1,EPH-0163,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0153,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0154,SunTour HB-6000 reversible rear-hub product literature,SunTour; Ron Kitching,October/November 1982,Product literature,1,EPH-0164,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0154,PKR-CAT-001,Catalogs and product literature
OBJ-0155,Troxel Comet saddle-and-post advertisement,Troxel,October/November 1982,Product literature,1,EPH-0165,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0155,PKR-CAT-001,Catalogs and product literature
OBJ-0156,Shimano DX platform-pedal advertisement,Shimano,December 1982/January 1983,Product literature,1,EPH-0166,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0156,PKR-CAT-001,Catalogs and product literature
OBJ-0157,Shimano DX micro-adjust seatpost announcement,Shimano,December 1982/January 1983,Product announcement / kit,1,EPH-0167,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0157,PKR-CAT-008,Product announcements and technical material
OBJ-0158,Pro-Lite protective-equipment information-pack placement,Pro-Lite; Freewheeler,December 1982/January 1983,Information-pack mailer,1,EPH-0168,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0158,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0159,Halfords California BMX model-range price advertisement,Halfords; California,December 1982/January 1983,Retailer advertisement / price list,1,EPH-0169,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0159,PKR-CAT-002,Advertisements and price lists
OBJ-0160,Halfords Raleigh Burner and free Haro plate promotion,Halfords; Raleigh; Haro,December 1982/January 1983,Event prize promotion,1,EPH-0170,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0160,PKR-CAT-004,Contests and promotions
OBJ-0161,British and world BMX wheelie-record attempt notice,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event notice / contact flyer,1,EPH-0171,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0161,PKR-CAT-005,"Events, registration, and membership"
OBJ-0162,British and world bunnyhop-record attempt notice,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event notice / contact flyer,1,EPH-0172,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0162,PKR-CAT-005,"Events, registration, and membership"
OBJ-0163,Lee Cooper BMX coaching clinic,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event flyer / trade-exhibition notice,1,EPH-0173,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0163,PKR-CAT-005,"Events, registration, and membership"
OBJ-0164,Lee Cooper freestyle stunt competition,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event entry / pre-registration advertisement,1,EPH-0174,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0164,PKR-CAT-005,"Events, registration, and membership"
OBJ-0165,Diamond Back Teamfinder race series launch,Diamond Back; Lee Cooper,December 1982/January 1983,Factory-team history,1,EPH-0175,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0165,PKR-CAT-006,"Teams, riders, and brand campaigns"
OBJ-0166,First National BMX Poll ballot,BMX Action Bike,December 1982/January 1983,Contest entry form,1,EPH-0176,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0166,PKR-CAT-004,Contests and promotions
OBJ-0167,Diamond Back Turbo national-poll prize,Diamond Back; Harry Leary,December 1982/January 1983,Event prize promotion,1,EPH-0177,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0167,PKR-CAT-004,Contests and promotions
OBJ-0168,Skyway Tuff II national-poll prize,Skyway,December 1982/January 1983,Event prize promotion,1,EPH-0178,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0168,PKR-CAT-004,Contests and promotions
OBJ-0169,Bell lightweight helmet national-poll prize,Bell,December 1982/January 1983,Event prize promotion,1,EPH-0179,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0169,PKR-CAT-004,Contests and promotions
OBJ-0170,Asahi Action Spokes product advertisement,Asahi; Ron Kitching,December 1982/January 1983,Product literature,1,EPH-0180,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0170,PKR-CAT-001,Catalogs and product literature
OBJ-0171,King Sticker five-sticker and jumbo-pack offer,King Sticker,December 1982/January 1983,Information-pack mailer,1,EPH-0181,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0238 (King Sticker five-pack / jumbo-pack campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0171,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0172,Raleigh Pro Burner Christmas price promotion,Raleigh; Cycle Warehouse,December 1982/January 1983,Retailer advertisement / price list,1,EPH-0182,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0172,PKR-CAT-002,Advertisements and price lists
OBJ-0173,Diatron Wildcat convertible helmet launch,Diatron,December 1982/January 1983,Product announcement / kit,1,EPH-0183,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0173,PKR-CAT-008,Product announcements and technical material
OBJ-0174,Piranha cast-wheel bicycle launch advertisement,Piranha,December 1982/January 1983,Product announcement / kit,1,EPH-0184,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0174,PKR-CAT-008,Product announcements and technical material
OBJ-0175,Hot Wheels BMX Centre imported-product advertisement,Hot Wheels BMX Centre,December 1982/January 1983,Dealer/shop advertisement,1,EPH-0185,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0139 (Hot Wheels Centre retailer campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0175,PKR-CAT-007,Dealers and distributors
OBJ-0176,Original and replica Kuwahara E.T. price advertisement,Kuwahara; Isaac Henderson BMX,December 1982/January 1983,Retailer advertisement / price list,1,EPH-0186,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0176,PKR-CAT-002,Advertisements and price lists
OBJ-0177,Nine-bike shootout overview,BMX Action Bike,December 1982/January 1983,Product-history object,1,EPH-0187,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0177,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0178,Huffy Pro 2 shootout test,Huffy,December 1982/January 1983,Product-history object,1,EPH-0188,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0178,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0179,Cycle Pro Macho shootout test,Cycle Pro,December 1982/January 1983,Product-history object,1,EPH-0189,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0179,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0180,Falcon BMX shootout test,Falcon,December 1982/January 1983,Product-history object,1,EPH-0190,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0180,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0181,California Star and Trax Pro comparison,California; Halfords,December 1982/January 1983,Product-history object,1,EPH-0191,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0181,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0182,ABMX repeat light-and-reflector offer,BMX Action Bike,December 1982/January 1983,Information-pack mailer,1,EPH-0192,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0182,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0183,Robinson Racing sticker-and-catalogue mailer,Robinson Racing Products,December 1982/January 1983,Catalog mailer,1,EPH-0193,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0183,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0184,UNI eight-ounce BMX seat launch,UNI; Hotshot BMX,February/March 1983,Product announcement / kit,1,EPH-0194,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0184,PKR-CAT-008,Product announcements and technical material
OBJ-0185,SR Cycles bicycle-reservation and free-delivery offer,SR Cycles,February/March 1983,Dealer advertisement / price-list lead,1,EPH-0195,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0185,PKR-CAT-007,Dealers and distributors
