Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed
EPH-0066,v1.1 expansion,V11-ABMX-0005,Dealer price-list / sticker offer,Hotshot BMX complete-bike special and free price-list/sticker offer,1982,1982,April/May 1982,Hotshot BMX; Mongoose; Redline; Kuwahara; Diamond Back; GT,Complete Hotshot BMX race-bike offer plus a mail-in free price list and sticker promotion.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,hotshot bmx mongoose redline kuwahara diamond back gt hotshot bmx complete bike special and free price list sticker offer 1982,,RETAIN — unique issue object,Indexed page 8. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0067,v1.1 expansion,V11-ABMX-0006,Contest entry form / promotion,BMX Action Bike London Dungeon caption competition,1982,1982,April/May 1982,BMX Action Bike; London Dungeon,"Reader caption competition offering family admission, tea, T-shirts, stickers, and badges.",United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,bmx action bike london dungeon bmx action bike london dungeon caption competition 1982,,RETAIN — unique issue object,Indexed page 13. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0068,v1.1 expansion,V11-ABMX-0007,Contest entry form,BMX Action Bike GT Pro 4 bicycle giveaway,1982,1982,April/May 1982,BMX Action Bike; GT,"Official coupon competition to win a GT Pro 4, with a free BMX Action Bike sticker offer for qualifying entrants.",United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,bmx action bike gt bmx action bike gt pro 4 bicycle giveaway 1982,,RETAIN — unique issue object,Indexed pages 14–15. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0069,v1.1 expansion,V11-ABMX-0008,Information-pack mailer,Kenda Karate free sticker mailer,1982,1982,April/May 1982,"Kenda; Moore, Large & Co.",Mail-in offer for a free Kenda Karate sticker using a stamped addressed envelope.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,kenda moore large co kenda karate free sticker mailer 1982,,RETAIN — unique issue object,Indexed page 15. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0070,v1.1 expansion,V11-ABMX-0009,Catalog mailer,BMX Action Bike track and club list mailer,1982,1982,April/May 1982,BMX Action Bike; UKBMX Publications,Mail-order copy of the magazine's track and club list for a stated fee and stamped addressed envelope.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,bmx action bike ukbmx publications bmx action bike track and club list mailer 1982,,RETAIN — unique issue object,Indexed page 16. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0071,v1.1 expansion,V11-ABMX-0010,Product literature,SJK Hurricane complete bike and frame-kit advertisement,1982,1982,April/May 1982,SJK Products,British-made SJK Hurricane complete-bike advertisement with frame-kit availability and product specifications.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,sjk products sjk hurricane complete bike and frame kit advertisement 1982,,RETAIN — unique issue object,Indexed page 39. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0072,v1.1 expansion,V11-ABMX-0011,Retailer advertisement / price list,CAMM Power Stem dealer advertisement,1982,1982,April/May 1982,CAMM Distributing,Dealer advertisement for a Power Stem with stated recommended retail price.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,camm distributing camm power stem dealer advertisement 1982,,RETAIN — unique issue object,Indexed page 40. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0073,v1.1 expansion,V11-ABMX-0012,Product-history object,Diamond Back Silver Streak test report and projected retail price,1982,1982,April/May 1982,Diamond Back; BMX Action Bike,"Editorial product test documenting geometry, component observations, Harry Leary's bottom-bracket input, and an approximate launch price.",United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,diamond back bmx action bike diamond back silver streak test report and projected retail price 1982,,RETAIN — unique issue object,Indexed pages 44–45. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0074,v1.1 expansion,V11-ABMX-0013,Event registration coupon,UKBMX membership and racing-licence application form,1982,1982,April/May 1982,UKBMX,"Membership application and licence information with annual, temporary, insurance-extension, and event-fee amounts.",United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,ukbmx ukbmx membership and racing licence application form 1982,,RETAIN — unique issue object,Indexed page 46. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0075,v1.1 expansion,V11-ABMX-0014,Catalog mailer,BMX Action Bike back-issue mailer,1982,1982,April/May 1982,BMX Action Bike; UKBMX Publications,Mail-order offer for selected Official BMX back issues at a stated per-copy price.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,bmx action bike ukbmx publications bmx action bike back issue mailer 1982,,RETAIN — unique issue object,Indexed page 46. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0076,v1.1 expansion,V11-ABMX-0015,Product announcement / kit,Stronglite prototype frame and fork announcement,1982,1982,April/May 1982,Stronglite; Paul Harvey,Prototype British BMX frame-and-fork announcement with projected chromoly retail price.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,stronglite paul harvey stronglite prototype frame and fork announcement 1982,,RETAIN — unique issue object,Indexed page 49. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0077,v1.1 expansion,V11-ABMX-0016,Retailer advertisement / price list,Prolite racing helmet retailer offer,1982,1982,April/May 1982,Prolite; Freewheeler,Retail offer for a fiberglass Prolite racing helmet at a stated price.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,prolite freewheeler prolite racing helmet retailer offer 1982,,RETAIN — unique issue object,Indexed page 49. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0078,v1.1 expansion,V11-ABMX-0017,Retailer advertisement / price list,Pacer racing gloves retailer offer,1982,1982,April/May 1982,Pacer; Gecko,Retail offer for padded blue-and-white leather Pacer racing gloves.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,pacer gecko pacer racing gloves retailer offer 1982,,RETAIN — unique issue object,Indexed page 49. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0079,v1.1 expansion,V11-ABMX-0018,Information-pack mailer,BMX Action Bike assorted sticker packet offer,1982,1982,April/May 1982,BMX Action Bike; UKBMX Publications,Mail-order packet of seven assorted BMX stickers for a stated fee and stamped addressed envelope.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,bmx action bike ukbmx publications bmx action bike assorted sticker packet offer 1982,,RETAIN — unique issue object,Indexed page 51. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0080,v1.1 expansion,V11-ABMX-0019,Dealer price-list / sticker offer,MX 1000 brake-pair and BMX catalogue offer,1982,1982,April/May 1982,MX 1000; retailer unresolved from indexed alignment,Mail-order MX 1000 front-and-rear brake-pair price plus a low-cost BMX catalogue request offer.,United Kingdom,Not applicable — period publication,,v1.1 chronological issue pass,"PreviousPage exposes indexed text for BMX Action Bike, April/May 1982, Volume 2 Number 1. This record preserves the source occurrence and paraphrased factual details; visual layout and OCR alignment should be checked against the page image before exact quotation.",MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,,mx 1000 retailer unresolved from indexed alignment mx 1000 brake pair and bmx catalogue offer 1982,,RETAIN — unique issue object,Indexed page 51. Image: Do not copy scans. Text: Paraphrase bibliographic facts and clearly paired prices only.,2026-07-31
EPH-0081,v1.1 chronological census,V11-ABMX-0020,Magazine advertisement,Stadium Cycles Atomic Star range advertisement,1982,1982,June/July 1982,Stadium Cycles; Atomic Star,"Dealer advertisement describing the Atomic Star BMX range, specifications, finishes, and availability.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,stadium cycles atomic star range advertisement june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 4–5. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0082,v1.1 chronological census,V11-ABMX-0021,Distributor price list,Ron Kitching BMX component-distributor brand list,1982,1982,June/July 1982,Ron Kitching; SunTour; Dia-Compe; MKS; Tange,Distributor advertisement identifying major imported BMX component brands available through dealers.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,ron kitching bmx component distributor brand list june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 8. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0083,v1.1 chronological census,V11-ABMX-0022,Event notice / contact flyer,Raleigh Raceline event-listing service,1982,1982,June/July 1982,Raleigh; BMX Action Bike,Telephone and mail service for weekend race information and track-operator event submissions.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,raleigh raceline event listing service june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 15. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0084,v1.1 chronological census,V11-ABMX-0023,Event prize promotion,Halfords free BMX jersey promotion,1982,1982,June/July 1982,Halfords,Limited-time free BMX jersey promotion tied to the Halfords BMX bicycle and accessory range.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,halfords free bmx jersey promotion june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 21. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0085,v1.1 chronological census,V11-ABMX-0024,Retailer advertisement / price list,Hotshot BMX complete-bike special and petrol bonus,1982,1982,June/July 1982,Hotshot BMX Racing,"Complete-bike special with petrol reimbursement, free post and delivery, and broad component availability.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,hotshot bmx complete bike special and petrol bonus june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 22. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0086,v1.1 chronological census,V11-ABMX-0025,Dealer price-list / sticker offer,Hotshot free price-list and sticker mailer,1982,1982,June/July 1982,Hotshot BMX Racing,"Mail-in offer for a free price list and sticker, supported by the Hotshot race van.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging. Potential recurring-campaign relationship with EPH-0240 (Hotshot price-list / free-sticker campaign); do not merge without page-image comparison.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,hotshot free price list and sticker mailer june july 1982,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,Indexed page 22. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0087,v1.1 chronological census,V11-ABMX-0026,Product-history object,Guisborough national race report,1982,1982,June/July 1982,UKBMX; Tucker's Tornadoes,Contemporary national-race report documenting the Guisborough track and rider results.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,guisborough national race report june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 17–24. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0088,v1.1 chronological census,V11-ABMX-0027,Factory-team history,Diamond Back northern-team sponsorship notice,1982,1982,June/July 1982,Diamond Back; Tucker's Tornadoes,Report identifying Tucker's Tornadoes as Diamond Back's official northern team.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,diamond back northern team sponsorship notice june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed section located; exact page number remains pending page-image review. Indexed race-report pages. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0089,v1.1 chronological census,V11-ABMX-0028,Product-history object,GT Pro 4 road and race test,1982,1982,June/July 1982,GT; Greg Hill,"Editorial test of the GT Pro 4 covering handling, geometry, cornering, and rider fit.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,gt pro 4 road and race test june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 25–29. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0090,v1.1 chronological census,V11-ABMX-0029,Product literature,GT Pro 4 specification sheet,1982,1982,June/July 1982,GT,"Specification listing for frame, fork, bars, wheels, brakes, drivetrain, saddle, and approximate retail price.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,gt pro 4 specification sheet june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 29. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0091,v1.1 chronological census,V11-ABMX-0030,Product literature,Bermology track-building guide,1982,1982,June/July 1982,BMX Action Bike; James Black,"Technical track-building guide covering berms, speed jumps, whoops, and tabletops.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,bermology track building guide june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 30–33. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0092,v1.1 chronological census,V11-ABMX-0031,Rider/model naming history,Keith Wilson Redline rider profile,1982,1982,June/July 1982,Redline; Keith Wilson,Rider profile describing Keith Wilson's Redline equipment and racing approach.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,keith wilson redline rider profile june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 34 onward. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0093,v1.1 chronological census,V11-ABMX-0032,Contest entry form / promotion,PK Ripper Radical Art competition,1982,1982,June/July 1982,BMX Action Bike; SE Racing; PK Ripper,Art competition with age categories and a PK Ripper as the overall prize.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,pk ripper radical art competition june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 36–37. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0094,v1.1 chronological census,V11-ABMX-0033,Product-history object,Neal Stevens State of the Art feature,1982,1982,June/July 1982,Neal Stevens; BMX Action Bike,Publication feature reproducing BMX artwork by Neal Stevens.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,neal stevens state of the art feature june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 38. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0095,v1.1 chronological census,V11-ABMX-0034,Information-pack mailer,Shiner SE Racing news and free-decal mailer,1982,1982,June/July 1982,Shiner; SE Racing,Trade advertisement offering SE Racing news and a free decal while listing frames and complete bikes.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,shiner se racing news and free decal mailer june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 39. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0096,v1.1 chronological census,V11-ABMX-0035,Team/product advertisement,GT racing and dealer advertisement,1982,1982,June/July 1982,GT; Greg Hill,Dealer-facing GT racing advertisement emphasizing competition results and trade availability.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,gt racing and dealer advertisement june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 39. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0097,v1.1 chronological census,V11-ABMX-0036,Dealer advertisement / price-list lead,De Ver Cycles BMX bargains listing,1982,1982,June/July 1982,De Ver Cycles,"Dealer inventory advertisement covering frames, forks, controls, wheels, tyres, saddles, and repairs.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,de ver cycles bmx bargains listing june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 39. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
