Price Observation ID,Source Object ID,Brand,Product / Model,Product Type,Issue / Date,Price Numeric,Currency,Displayed Price,Price Basis,Geography / Context,Source Type,Directness / Evidence,Confidence,Source URL,Rights Code,Observation Key,Duplicate Decision,Normalization Note,Accessed
ABMX-PR-0017,V11-ABMX-0016,Prolite,Fiberglass racing helmet,Protective equipment,April/May 1982,29,GBP,£29,Advertised retailer price,United Kingdom,Period retailer offer,Direct indexed text; clear price pairing,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,prolite fiberglass racing helmet april may 1982 29 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,"Retailer offer, not manufacturer MSRP.",2026-07-31
ABMX-PR-0018,V11-ABMX-0017,Pacer,Padded leather racing gloves,Protective apparel,April/May 1982,9.95,GBP,£9.95,Advertised retailer price,United Kingdom,Period retailer offer,Direct indexed text; clear price pairing,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,pacer padded leather racing gloves april may 1982 9 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Retailer offer.,2026-07-31
ABMX-PR-0019,V11-ABMX-0018,BMX Action Bike,Packet of seven assorted BMX stickers,Sticker packet,April/May 1982,0.95,GBP,95p,Mail-order price,United Kingdom,Period publication mailer,Direct indexed text; clear price pairing,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,bmx action bike packet of seven assorted bmx stickers april may 1982 0 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Stamped addressed envelope also required.,2026-07-31
ABMX-PR-0020,V11-ABMX-0019,MX 1000,Front-and-rear brake pair,Brake set,April/May 1982,14.5,GBP,£14.50 per pair,Advertised post-paid price,United Kingdom,Period dealer advertisement,Direct indexed text; clear pair price,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,mx 1000 front and rear brake pair april may 1982 14 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Front-and-rear pair; exact retailer identity should be checked against page image.,2026-07-31
ABMX-PR-0021,V11-ABMX-0019,Retailer unresolved,BMX catalogue request,Catalogue,April/May 1982,0.2,GBP,20p stamp,Catalogue request cost,United Kingdom,Period dealer advertisement,Direct indexed text; clear request cost,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,retailer unresolved bmx catalogue request april may 1982 0 2 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,"Cost is a postage/stamp requirement, not a product price.",2026-07-31
ABMX-PR-0022,V11-ABMX-0023,Halfords,Entry-level BMX range,Complete bicycle,June/July 1982,69.95,GBP,From £69.95,Advertised starting price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,halfords entry level bmx range june july 1982 69 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Starting price for the advertised bicycle range.,2026-07-31
ABMX-PR-0023,V11-ABMX-0024,Hotshot BMX Racing,Complete BMX bicycle special,Complete bicycle,June/July 1982,169.95,GBP,£169.95,Advertised special price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,hotshot bmx racing complete bmx bicycle special june july 1982 169 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Retailer special; petrol and delivery terms were separate benefits.,2026-07-31
ABMX-PR-0024,V11-ABMX-0029,GT,Pro 4,Complete bicycle,June/July 1982,275,GBP,Approximately £275,Approximate retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,gt pro 4 june july 1982 275 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,"Editorial specification-sheet estimate, not a documented transaction.",2026-07-31
ABMX-PR-0025,V11-ABMX-0039,Oakley,O/20 goggle,Protective equipment,June/July 1982,13,GBP,£13,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,oakley o 20 goggle june july 1982 13 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Retail availability via Gecko.,2026-07-31
ABMX-PR-0026,V11-ABMX-0041,Renthal,Wide-rise BMX handlebars,Handlebar,June/July 1982,12.94,GBP,From £12.94,Advertised starting price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,renthal wide rise bmx handlebars june july 1982 12 94 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Starting price across multiple rise and finish options.,2026-07-31
ABMX-PR-0027,V11-ABMX-0042,BMX Action Bike,Wonder Light front/rear set,Lighting,June/July 1982,5.95,GBP,£5.95,Reader-offer price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,bmx action bike wonder light front rear set june july 1982 5 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Included brackets and reflective cycle clips; batteries excluded.,2026-07-31
ABMX-PR-0028,V11-ABMX-0052,Paul Connors,Home-built Diamond Back II-inspired bicycle,Complete bicycle,August/September 1982,20,GBP,About £20,Reported build cost,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,paul connors home built diamond back ii inspired bicycle august september 1982 20 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Reader-reported total using reused and purchased parts.,2026-07-31
ABMX-PR-0029,V11-ABMX-0062,March Racing Developments,Handmade BMX number plate,Number plate,August/September 1982,6,GBP,£6,Retail shop price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,march racing developments handmade bmx number plate august september 1982 6 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Interview states the plates were sold through shops rather than direct.,2026-07-31
ABMX-PR-0030,V11-ABMX-0067,Cooper,Convertible BMX helmet,Protective equipment,August/September 1982,8.95,GBP,£8.95,Direct-mail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,cooper convertible bmx helmet august september 1982 8 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Postage and packing were additional.,2026-07-31
ABMX-PR-0031,V11-ABMX-0072,KHS,Duster 100,Complete bicycle,August/September 1982,94.95,GBP,£94.95,Recommended retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,khs duster 100 august september 1982 94 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Distributor-listed RRP.,2026-07-31
ABMX-PR-0032,V11-ABMX-0072,KHS,Duster 200,Complete bicycle,August/September 1982,109.95,GBP,£109.95,Recommended retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,khs duster 200 august september 1982 109 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Distributor-listed RRP.,2026-07-31
ABMX-PR-0033,V11-ABMX-0072,KHS,Duster 300,Complete bicycle,August/September 1982,129.95,GBP,£129.95,Recommended retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,khs duster 300 august september 1982 129 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Distributor-listed RRP.,2026-07-31
ABMX-PR-0034,V11-ABMX-0072,KHS,Duster 506,Complete bicycle,August/September 1982,179.95,GBP,£179.95,Recommended retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,khs duster 506 august september 1982 179 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Distributor-listed RRP.,2026-07-31
ABMX-PR-0035,V11-ABMX-0078,Shimano,DX pedals,Pedals,October/November 1982,14.95,GBP,Special offer £14.95,Advertised special price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,INDEX-ONLY,shimano dx pedals october november 1982 14 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 25 october 2fnovember eighty two,RETAIN — source-specific observation,Reduced from the listed regular price.,2026-07-31
ABMX-PR-0036,V11-ABMX-0078,Shimano,DX seat pillar,Seatpost,October/November 1982,9.95,GBP,Special offer £9.95,Advertised special price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,INDEX-ONLY,shimano dx seat pillar october november 1982 9 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 25 october 2fnovember eighty two,RETAIN — source-specific observation,Reduced from the listed regular price.,2026-07-31
ABMX-PR-0037,V11-ABMX-0087,BMX Action Bike,Blue-and-yellow race shirt,Apparel,October/November 1982,6.95,GBP,£6.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,INDEX-ONLY,bmx action bike blue and yellow race shirt october november 1982 6 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 25 october 2fnovember eighty two,RETAIN — source-specific observation,Price included post and packing.,2026-07-31
ABMX-PR-0038,V11-ABMX-0095,Tuff Neck,Stem,Stem,October/November 1982,19.95,GBP,£19.95,Advertised special price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,INDEX-ONLY,tuff neck stem october november 1982 19 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 25 october 2fnovember eighty two,RETAIN — source-specific observation,Monthly dealer special.,2026-07-31
ABMX-PR-0039,V11-ABMX-0095,Shimano,Custom DX pedals,Pedals,October/November 1982,10.95,GBP,£10.95,Advertised special price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,INDEX-ONLY,shimano custom dx pedals october november 1982 10 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 25 october 2fnovember eighty two,RETAIN — source-specific observation,Monthly dealer special.,2026-07-31
ABMX-PR-0040,V11-ABMX-0095,Kenda,Whitewall tyre,Tyre,October/November 1982,3.95,GBP,£3.95,Advertised special price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,INDEX-ONLY,kenda whitewall tyre october november 1982 3 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 25 october 2fnovember eighty two,RETAIN — source-specific observation,Monthly dealer special.,2026-07-31
ABMX-PR-0041,V11-ABMX-0095,Invader,PRO 531 complete bicycle,Complete bicycle,October/November 1982,189.95,GBP,£189.95,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,INDEX-ONLY,invader pro 531 complete bicycle october november 1982 189 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 25 october 2fnovember eighty two,RETAIN — source-specific observation,Chrome and black complete bicycle.,2026-07-31
ABMX-PR-0042,V11-ABMX-0108,Halfords California,California,Complete bicycle,December 1982/January 1983,69.95,GBP,£69.95,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,halfords california california december 1982 january 1983 69 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Period retail price.,2026-07-31
ABMX-PR-0043,V11-ABMX-0108,Halfords California,California Star,Complete bicycle,December 1982/January 1983,79.95,GBP,£79.95,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,halfords california california star december 1982 january 1983 79 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Period retail price.,2026-07-31
ABMX-PR-0044,V11-ABMX-0108,Halfords California,California Trax Pro,Complete bicycle,December 1982/January 1983,99.95,GBP,£99.95,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,halfords california california trax pro december 1982 january 1983 99 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Period retail price.,2026-07-31
ABMX-PR-0045,V11-ABMX-0108,Halfords,Turbo 20X,Complete bicycle,December 1982/January 1983,99.95,GBP,£99.95,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,halfords turbo 20x december 1982 january 1983 99 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Period retail price.,2026-07-31
ABMX-PR-0046,V11-ABMX-0121,Raleigh,Pro Burner,Complete bicycle,December 1982/January 1983,195,GBP,Now only £195,Advertised promotional price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,raleigh pro burner december 1982 january 1983 195 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Advertisement stated a higher previous price.,2026-07-31
ABMX-PR-0047,V11-ABMX-0125,Kuwahara,Original E.T.,Complete bicycle,December 1982/January 1983,185,GBP,£185,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,kuwahara original e t december 1982 january 1983 185 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Original E.T. model.,2026-07-31
ABMX-PR-0048,V11-ABMX-0125,Kuwahara,Replica E.T.,Complete bicycle,December 1982/January 1983,151.5,GBP,£151.50,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,kuwahara replica e t december 1982 january 1983 151 50 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Replica E.T. model; indexed source amount corrected to £151.50 during release audit.,2026-07-31
ABMX-PR-0049,V11-ABMX-0132,Robinson Racing Products,Sticker and catalogue request,Catalogue,December 1982/January 1983,1,GBP,£1,Catalogue/sticker request price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,INDEX-ONLY,robinson racing products sticker and catalogue request december 1982 january 1983 1 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 58 december 2fjanuary eighty two,RETAIN — source-specific observation,Advertisement wording pairs the payment with a sticker and catalogue.,2026-07-31
ABMX-PR-0050,V11-ABMX-0133,UNI,UNI Seat,Saddle,February/March 1983,17.99,GBP,£17.99 or less,Suggested retail ceiling,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,uni uni seat february march 1983 17 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Advertisement stated retail at this amount or less.,2026-07-31
ABMX-PR-0051,V11-ABMX-0137,BMX Action Bike,Twelve-issue binder,Binder,February/March 1983,3.95,GBP,£3.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,bmx action bike twelve issue binder february march 1983 3 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Included post and packing.,2026-07-31
ABMX-PR-0052,V11-ABMX-0138,BMX Action Bike,Blue-and-yellow race shirt,Apparel,February/March 1983,6.95,GBP,£6.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,bmx action bike blue and yellow race shirt february march 1983 6 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Included post and packing.,2026-07-31
ABMX-PR-0053,V11-ABMX-0139,Araya,ADX-7W rim,Rim,February/March 1983,14,GBP,Around £14 each,Approximate retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,araya adx 7w rim february march 1983 14 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Approximate per-rim price.,2026-07-31
ABMX-PR-0054,V11-ABMX-0142,Raleigh,Pro Burner,Complete bicycle,February/March 1983,195,GBP,£195,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/59-february%2Fmarch-eighty-three,INDEX-ONLY,raleigh pro burner february march 1983 195 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 59 february 2fmarch eighty three,RETAIN — source-specific observation,Retail list price.,2026-07-31
ABMX-PR-0055,V11-ABMX-0163,Strongs Bicycles,BMX race shirt,Apparel,April/May 1983,6.95,GBP,£6.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,strongs bicycles bmx race shirt april may 1983 6 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0056,V11-ABMX-0172,City BMX,Race pants,Protective apparel,April/May 1983,15.2,GBP,£15.20,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,city bmx race pants april may 1983 15 2 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0057,V11-ABMX-0173,City BMX,Lightweight race helmet,Protective equipment,April/May 1983,26.45,GBP,£26.45,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,city bmx lightweight race helmet april may 1983 26 45 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0058,V11-ABMX-0174,City BMX,Shoulder protectors,Protective equipment,April/May 1983,18.95,GBP,£18.95,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,city bmx shoulder protectors april may 1983 18 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Postage was additional.,2026-07-31
ABMX-PR-0059,V11-ABMX-0182,Huffy,Pro Lightning,Complete bicycle,April/May 1983,249,GBP,Approximately £249,Approximate retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,huffy pro lightning april may 1983 249 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,"Editorial test price; text contains OCR inconsistency elsewhere, so retained as approximate.",2026-07-31
ABMX-PR-0060,V11-ABMX-0183,Ride-On MX Products,Retrofit sealed-bearing hub pair,Hub conversion kit,April/May 1983,19.99,GBP,£19.99 a pair,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,ride on mx products retrofit sealed bearing hub pair april may 1983 19 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Price included VAT and postage/packing.,2026-07-31
ABMX-PR-0061,V11-ABMX-0185,Lee Cooper; Reflex Publications,Ready to Go BMX video,Video,April/May 1983,29,GBP,£29,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,lee cooper reflex publications ready to go bmx video april may 1983 29 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Price included VAT.,2026-07-31
ABMX-PR-0062,V11-ABMX-0186,BMX Video,USA professional BMX action video,Video,April/May 1983,19.5,GBP,£19.50,Mail-order price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,bmx video usa professional bmx action video april may 1983 19 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Price included postage and packing.,2026-07-31
ABMX-PR-0063,V11-ABMX-0187,BMX Action Bike,Six-issue subscription,Subscription,April/May 1983,5,GBP,£5,Subscription price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/60-april%2Fmay-eighty-three,INDEX-ONLY,bmx action bike six issue subscription april may 1983 5 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 60 april 2fmay eighty three,RETAIN — source-specific observation,Offer covered the next six issues.,2026-07-31
